+-----+--------------------------------------------------------------------------------------------------------+
|topic|topic_words                                                                                             |
|eruvim-merged.txt-064b-0028  |125  |125:62.6%, 16:32.4%, 118:4.2%  |wine, tent, oil, buy, spread, log, payment, temporary, money, cup                                       |
|eruvim-merged.txt-064b-0029  |125  |125:71.9%, 16:23.5%, 57:3.6%   |wine, tent, oil, buy, spread, log, payment, temporary, money, cup                                       |
|eruvim-merged.txt-064b-0030  |125  |125:66.1%, 16:16.7%, 18:10.4%  |wine, tent, oil, buy, spread, log, payment, temporary, money, cup                                       |
|eruvim-merged.txt-064b-0031  |125  |125:63.5%, 16:20.9%, 18:8.6%   |wine, tent, oil, buy, spread, log, payment, temporary, money, cup                                       |
|eruvim-merged.txt-064b-0032  |125  |125:60.4%, 16:21.2%, 18:5.5%   |wine, tent, oil, buy, spread, log, payment, temporary, money, cup                                       |
|eruvim-merged.txt-064b-0033  |125  |125:55.6%, 16:19.5%, 79:8.0%   |wine, tent, oil, buy, spread, log, payment, temporary, money, cup                                       |
|eruvim-merged.txt-064b-0034  |125  |125:51.4%, 16:21.5%, 79:9.1%   |wine, tent, oil, buy, spread, log, payment, temporary, money, cup                                       |
|eruvim-merged.txt-064b-0035  |125  |125:56.5%, 16:15.4%, 79:8.5%   |wine, tent, oil, buy, spread, log, payment, temporary, money, cup                                       |
|eruvim-merged.txt-064b-0036  |125  |125:65.4%, 184:8.2%, 79:6.4%   |wine, tent, oil, buy, spread, log, payment, temporary, money, cup                                       |
|eruvim-merged.txt-064b-0037  |125  |125:71.7%, 184:6.4%, 98:6.1%   |wine, tent, oil, buy, spread, log, payment, temporary, money, cup                                       |
|eruvim-merged.txt-064b-0038  |125  |125:71.3%, 98:13.8%, 48:7.3%   |wine, tent, oil, buy, spread, log, payment, temporary, money, cup                                       |
|eruvim-merged.txt-064b-0039  |125  |125:73.2%, 48:9.9%, 98:8.3%    |wine, tent, oil, buy, spread, log, payment, temporary, money, cup                                       |
|eruvim-merged.txt-064b-0040  |125  |125:71.9%, 98:11.6%, 48:10.8%  |wine, tent, oil, buy, spread, log, payment, temporary, money, cup                                       |
|eruvim-merged.txt-064b-0041  |125  |125:45.5%, 16:26.9%, 48:13.1%  |wine, tent, oil, buy, spread, log, payment, temporary, money, cup                                       |
|eruvim-merged.txt-064b-0042  |16   |16:36.3%, 125:32.6%, 48:13.9%  |rabban, gamliel, complete, vow, bolt, early, diaspora, festival, fast, av                               |
|eruvim-merged.txt-064b-0043  |16   |16:41.2%, 125:29.1%, 48:9.7%   |rabban, gamliel, complete, vow, bolt, early, diaspora, festival, fast, av                               |
|eruvim-merged.txt-064b-0044  |16   |16:44.7%, 125:20.7%, 145:11.9% |rabban, gamliel, complete, vow, bolt, early, diaspora, festival, fast, av                               |
|eruvim-merged.txt-064b-0045  |16   |16:50.1%, 145:14.8%, 125:13.9% |rabban, gamliel, complete, vow, bolt, early, diaspora, festival, fast, av                               |
|eruvim-merged.txt-064b-0046  |16   |16:40.5%, 145:19.4%, 188:10.8% |rabban, gamliel, complete, vow, bolt, early, diaspora, festival, fast, av                               |
|eruvim-merged.txt-064b-0047  |16   |16:48.6%, 145:12.7%, 11:11.9%  |rabban, gamliel, complete, vow, bolt, early, diaspora, festival, fast, av                               |
|eruvim-merged.txt-064b-0048  |16   |16:51.8%, 77:23.6%, 184:6.8%   |rabban, gamliel, complete, vow, bolt, early, diaspora, festival, fast, av                               |
|eruvim-merged.txt-064b-0049  |16   |16:70.7%, 77:15.8%, 184:6.4%   |rabban, gamliel, complete, vow, bolt, early, diaspora, festival, fast, av                               |
|eruvim-merged.txt-064b-0050  |16   |16:69.5%, 77:17.0%, 184:8.8%   |rabban, gamliel, complete, vow, bolt, early, diaspora, festival, fast, av                               |
|eruvim-merged.txt-064b-0051  |16   |16:86.0%, 77:7.4%, 22:3.1%     |rabban, gamliel, complete, vow, bolt, early, diaspora, festival, fast, av                               |
|eruvim-merged.txt-064b-0052  |16   |16:85.6%, 77:8.4%, 22:5.3%     |rabban, gamliel, complete, vow, bolt, early, diaspora, festival, fast, av                               |
|eruvim-merged.txt-064b-0053  |16   |16:99.5%, 98:0.0%, 81:0.0%     |rabban, gamliel, complete, vow, bolt, early, diaspora, festival, fast, av                               |
|eruvim-merged.txt-064b-0054  |16   |16:99.5%, 98:0.0%, 81:0.0%     |rabban, gamliel, complete, vow, bolt, early, diaspora, festival, fast, av                               |
|eruvim-merged.txt-064b-0055  |16   |16:99.6%, 98:0.0%, 81:0.0%     |rabban, gamliel, complete, vow, bolt, early, diaspora, festival, fast, av                               |
|eruvim-merged.txt-064b-0056  |16   |16:96.8%, 184:1.5%, 75:1.1%    |rabban, gamliel, complete, vow, bolt, early, diaspora, festival, fast, av                               |
|eruvim-merged.txt-064b-0057  |16   |16:83.7%, 165:6.8%, 184:3.4%   |rabban, gamliel, complete, vow, bolt, early, diaspora, festival, fast, av                               |
|eruvim-merged.txt-064b-0058  |16   |16:39.6%, 165:37.2%, 63:10.1%  |rabban, gamliel, complete, vow, bolt, early, diaspora, festival, fast, av                               |
|eruvim-merged.txt-064b-0059  |165  |165:50.8%, 16:21.4%, 63:18.7%  |benefit, money, apostate, grave, naziriteship, wine, torah, idolatry, important, jug                    |
|eruvim-merged.txt-064b-0060  |165  |165:63.0%, 63:18.7%, 16:7.7%   |benefit, money, apostate, grave, naziriteship, wine, torah, idolatry, important, jug                    |
|eruvim-merged.txt-064b-0061  |165  |165:69.7%, 63:23.2%, 184:3.2%  |benefit, money, apostate, grave, naziriteship, wine, torah, idolatry, important, jug                    |
|eruvim-merged.txt-064b-0062  |165  |165:71.0%, 63:27.5%, 180:0.8%  |benefit, money, apostate, grave, naziriteship, wine, torah, idolatry, important, jug                    |
|eruvim-merged.txt-065a-0000  |11   |11:72.4%, 72:9.5%, 184:6.6%    |segment, gap, pappa, three, refutation, standing, acquisition, conclusive, sowing, sum                  |
|eruvim-merged.txt-065a-0001  |11   |11:78.9%, 72:7.0%, 81:6.5%     |segment, gap, pappa, three, refutation, standing, acquisition, conclusive, sowing, sum                  |
|eruvim-merged.txt-065a-0002  |11   |11:74.5%, 81:10.9%, 45:5.4%    |segment, gap, pappa, three, refutation, standing, acquisition, conclusive, sowing, sum                  |
|eruvim-merged.txt-065a-0003  |11   |11:66.8%, 81:15.4%, 184:8.1%   |segment, gap, pappa, three, refutation, standing, acquisition, conclusive, sowing, sum                  |
|eruvim-merged.txt-065a-0004  |11   |11:54.4%, 81:33.3%, 165:6.4%   |segment, gap, pappa, three, refutation, standing, acquisition, conclusive, sowing, sum                  |
|eruvim-merged.txt-065a-0005  |81   |81:45.0%, 11:30.0%, 112:11.9%  |domain, phylacteries, public, private, shabbat, four, house, water, decree, carrying                    |
|eruvim-merged.txt-065a-0006  |81   |81:47.8%, 112:22.4%, 105:17.9% |domain, phylacteries, public, private, shabbat, four, house, water, decree, carrying                    |
|eruvim-merged.txt-065a-0007  |81   |81:68.7%, 112:17.0%, 105:9.9%  |domain, phylacteries, public, private, shabbat, four, house, water, decree, carrying                    |
|eruvim-merged.txt-065a-0008  |81   |81:82.8%, 112:6.8%, 198:5.5%   |domain, phylacteries, public, private, shabbat, four, house, water, decree, carrying                    |
|eruvim-merged.txt-065a-0009  |81   |81:72.3%, 50:13.4%, 198:7.0%   |domain, phylacteries, public, private, shabbat, four, house, water, decree, carrying                    |
|eruvim-merged.txt-065a-0010  |81   |81:76.0%, 50:13.3%, 198:9.9%   |domain, phylacteries, public, private, shabbat, four, house, water, decree, carrying                    |
|eruvim-merged.txt-065a-0011  |81   |81:59.8%, 50:25.5%, 198:8.5%   |domain, phylacteries, public, private, shabbat, four, house, water, decree, carrying                    |
|eruvim-merged.txt-065a-0012  |81   |81:39.3%, 50:33.3%, 198:13.1%  |domain, phylacteries, public, private, shabbat, four, house, water, decree, carrying                    |
|eruvim-merged.txt-065a-0013  |50   |50:79.0%, 11:6.6%, 76:4.9%     |joshua, presence, word, written, david, whoever, heart, broad, stated, punished                         |
|eruvim-merged.txt-065a-0014  |50   |50:66.9%, 166:15.6%, 76:6.4%   |joshua, presence, word, written, david, whoever, heart, broad, stated, punished                         |
|eruvim-merged.txt-065a-0015  |50   |50:76.3%, 166:8.4%, 11:5.5%    |joshua, presence, word, written, david, whoever, heart, broad, stated, punished                         |
|eruvim-merged.txt-065a-0016  |50   |50:83.7%, 76:4.7%, 126:4.5%    |joshua, presence, word, written, david, whoever, heart, broad, stated, punished                         |
|eruvim-merged.txt-065a-0017  |50   |50:89.9%, 76:4.6%, 126:3.5%    |joshua, presence, word, written, david, whoever, heart, broad, stated, punished                         |
|eruvim-merged.txt-065a-0018  |50   |50:82.1%, 126:10.2%, 166:3.1%  |joshua, presence, word, written, david, whoever, heart, broad, stated, punished                         |
|eruvim-merged.txt-065a-0019  |50   |50:85.8%, 126:9.8%, 41:2.8%    |joshua, presence, word, written, david, whoever, heart, broad, stated, punished                         |
|eruvim-merged.txt-065a-0020  |50   |50:57.0%, 98:10.3%, 159:7.9%   |joshua, presence, word, written, david, whoever, heart, broad, stated, punished                         |
|eruvim-merged.txt-065a-0021  |50   |50:49.1%, 159:13.4%, 98:10.7%  |joshua, presence, word, written, david, whoever, heart, broad, stated, punished                         |
|eruvim-merged.txt-065a-0022  |50   |50:34.1%, 159:15.8%, 98:12.9%  |joshua, presence, word, written, david, whoever, heart, broad, stated, punished                         |
|eruvim-merged.txt-065a-0023  |50   |50:25.2%, 159:18.1%, 98:17.7%  |joshua, presence, word, written, david, whoever, heart, broad, stated, punished                         |
|eruvim-merged.txt-065a-0024  |159  |159:25.0%, 98:22.8%, 112:15.8% |sleep, sleeps, avin, witnesses, master, eats, field, border, deposits, measure                          |
|eruvim-merged.txt-065a-0025  |159  |159:23.2%, 112:23.1%, 1:13.4%  |sleep, sleeps, avin, witnesses, master, eats, field, border, deposits, measure                          |
|eruvim-merged.txt-065a-0026  |16   |16:34.0%, 130:17.2%, 174:12.8% |rabban, gamliel, complete, vow, bolt, early, diaspora, festival, fast, av                               |
|eruvim-merged.txt-065a-0027  |130  |130:27.5%, 16:19.1%, 174:16.7% |yard, sound, food, righteous, eighteen, written, fish, earth, face, world                               |
|eruvim-merged.txt-065a-0028  |16   |16:47.2%, 130:19.2%, 174:12.4% |rabban, gamliel, complete, vow, bolt, early, diaspora, festival, fast, av                               |
|eruvim-merged.txt-065a-0029  |16   |16:55.0%, 130:16.0%, 174:11.3% |rabban, gamliel, complete, vow, bolt, early, diaspora, festival, fast, av                               |
|eruvim-merged.txt-065a-0030  |16   |16:67.0%, 174:9.8%, 171:7.3%   |rabban, gamliel, complete, vow, bolt, early, diaspora, festival, fast, av                               |
|eruvim-merged.txt-065a-0031  |16   |16:68.6%, 117:7.1%, 126:7.0%   |rabban, gamliel, complete, vow, bolt, early, diaspora, festival, fast, av                               |
|eruvim-merged.txt-065a-0032  |16   |16:71.4%, 117:12.7%, 198:6.1%  |rabban, gamliel, complete, vow, bolt, early, diaspora, festival, fast, av                               |
|eruvim-merged.txt-065a-0033  |16   |16:45.5%, 117:20.2%, 198:19.4% |rabban, gamliel, complete, vow, bolt, early, diaspora, festival, fast, av                               |
|eruvim-merged.txt-065a-0034  |16   |16:37.4%, 198:21.6%, 117:20.7% |rabban, gamliel, complete, vow, bolt, early, diaspora, festival, fast, av                               |
|eruvim-merged.txt-065a-0035  |198  |198:29.9%, 130:28.1%, 117:13.9%|created, anyone, moment, preferable, actions, ultimately, man, greatness, seek, conversely              |
|eruvim-merged.txt-065a-0036  |130  |130:28.3%, 198:25.8%, 117:11.9%|yard, sound, food, righteous, eighteen, written, fish, earth, face, world                               |
|eruvim-merged.txt-065a-0037  |130  |130:39.9%, 198:18.2%, 22:9.3%  |yard, sound, food, righteous, eighteen, written, fish, earth, face, world                               |
|eruvim-merged.txt-065a-0038  |130  |130:53.1%, 159:12.3%, 112:8.2% |yard, sound, food, righteous, eighteen, written, fish, earth, face, world                               |
|eruvim-merged.txt-065a-0039  |130  |130:52.1%, 159:13.3%, 22:7.2%  |yard, sound, food, righteous, eighteen, written, fish, earth, face, world                               |
|eruvim-merged.txt-065a-0040  |130  |130:64.9%, 117:17.5%, 112:7.6% |yard, sound, food, righteous, eighteen, written, fish, earth, face, world                               |
|eruvim-merged.txt-065a-0041  |130  |130:87.6%, 117:4.6%, 171:3.5%  |yard, sound, food, righteous, eighteen, written, fish, earth, face, world                               |
|eruvim-merged.txt-065a-0042  |130  |130:91.2%, 117:4.4%, 171:2.2%  |yard, sound, food, righteous, eighteen, written, fish, earth, face, world                               |
|eruvim-merged.txt-065a-0043  |130  |130:86.7%, 117:7.4%, 95:2.1%   |yard, sound, food, righteous, eighteen, written, fish, earth, face, world                               |
|eruvim-merged.txt-065a-0044  |130  |130:91.6%, 117:6.7%, 68:1.3%   |yard, sound, food, righteous, eighteen, written, fish, earth, face, world                               |
|eruvim-merged.txt-065a-0045  |130  |130:96.9%, 68:1.4%, 117:1.3%   |yard, sound, food, righteous, eighteen, written, fish, earth, face, world                               |
|eruvim-merged.txt-065a-0046  |130  |130:94.7%, 117:4.5%, 98:0.0%   |yard, sound, food, righteous, eighteen, written, fish, earth, face, world                               |
|eruvim-merged.txt-065a-0047  |130  |130:53.3%, 50:21.7%, 112:7.2%  |yard, sound, food, righteous, eighteen, written, fish, earth, face, world                               |
|eruvim-merged.txt-065a-0048  |130  |130:38.9%, 50:30.5%, 166:10.0% |yard, sound, food, righteous, eighteen, written, fish, earth, face, world                               |
|eruvim-merged.txt-065a-0049  |50   |50:43.6%, 80:16.7%, 166:13.1%  |joshua, presence, word, written, david, whoever, heart, broad, stated, punished                         |
|eruvim-merged.txt-065a-0050  |50   |50:30.6%, 80:28.5%, 166:10.4%  |joshua, presence, word, written, david, whoever, heart, broad, stated, punished                         |
|eruvim-merged.txt-065a-0051  |50   |50:28.9%, 80:20.4%, 72:20.0%   |joshua, presence, word, written, david, whoever, heart, broad, stated, punished                         |
|eruvim-merged.txt-065a-0052  |72   |72:21.8%, 50:21.0%, 17:12.6%   |dimi, babylonia, eretz, yisrael, came, exchange, olive, god, cedar, attention                           |
|eruvim-merged.txt-065a-0053  |72   |72:22.5%, 50:15.1%, 17:12.6%   |dimi, babylonia, eretz, yisrael, came, exchange, olive, god, cedar, attention                           |
|eruvim-merged.txt-065a-0054  |72   |72:19.7%, 50:18.2%, 17:10.7%   |dimi, babylonia, eretz, yisrael, came, exchange, olive, god, cedar, attention                           |
|eruvim-merged.txt-065a-0055  |130  |130:18.9%, 72:16.3%, 50:13.3%  |yard, sound, food, righteous, eighteen, written, fish, earth, face, world                               |
|eruvim-merged.txt-065a-0056  |130  |130:34.1%, 125:10.4%, 50:8.0%  |yard, sound, food, righteous, eighteen, written, fish, earth, face, world                               |
|eruvim-merged.txt-065a-0057  |130  |130:49.2%, 125:14.7%, 80:10.5% |yard, sound, food, righteous, eighteen, written, fish, earth, face, world                               |
|eruvim-merged.txt-065a-0058  |130  |130:54.0%, 125:14.3%, 80:10.1% |yard, sound, food, righteous, eighteen, written, fish, earth, face, world                               |
|eruvim-merged.txt-065a-0059  |130  |130:51.3%, 125:18.8%, 122:13.4%|yard, sound, food, righteous, eighteen, written, fish, earth, face, world                               |
|eruvim-merged.txt-065a-0060  |130  |130:52.8%, 125:17.8%, 122:16.8%|yard, sound, food, righteous, eighteen, written, fish, earth, face, world                               |
|eruvim-merged.txt-065a-0061  |122  |122:32.3%, 130:31.2%, 125:25.8%|tithe, redeemed, fruit, tithes, second, unripe, tithing, palm, separated, bitter                        |
|eruvim-merged.txt-065a-0062  |125  |125:45.6%, 122:28.6%, 130:15.3%|wine, tent, oil, buy, spread, log, payment, temporary, money, cup                                       |
|eruvim-merged.txt-065a-0063  |125  |125:68.0%, 122:24.7%, 63:6.5%  |wine, tent, oil, buy, spread, log, payment, temporary, money, cup                                       |
|eruvim-merged.txt-065a-0064  |125  |125:73.7%, 122:20.7%, 63:4.6%  |wine, tent, oil, buy, spread, log, payment, temporary, money, cup                                       |
|eruvim-merged.txt-065a-0065  |125  |125:73.4%, 122:21.0%, 63:4.6%  |wine, tent, oil, buy, spread, log, payment, temporary, money, cup                                       |
|eruvim-merged.txt-065b-0000  |125  |125:77.5%, 81:12.2%, 95:8.5%   |wine, tent, oil, buy, spread, log, payment, temporary, money, cup                                       |
|eruvim-merged.txt-065b-0001  |125  |125:91.8%, 95:6.7%, 98:0.0%    |wine, tent, oil, buy, spread, log, payment, temporary, money, cup                                       |
|eruvim-merged.txt-065b-0002  |125  |125:89.0%, 81:9.6%, 98:0.0%    |wine, tent, oil, buy, spread, log, payment, temporary, money, cup                                       |
|eruvim-merged.txt-065b-0003  |125  |125:92.6%, 184:5.8%, 98:0.0%   |wine, tent, oil, buy, spread, log, payment, temporary, money, cup                                       |
|eruvim-merged.txt-065b-0004  |125  |125:45.9%, 153:14.6%, 156:13.5%|wine, tent, oil, buy, spread, log, payment, temporary, money, cup                                       |
|eruvim-merged.txt-065b-0005  |163  |163:31.1%, 125:24.6%, 28:16.7% |gentile, jew, torah, karpef, body, villages, cities, study, descends, city                              |
|eruvim-merged.txt-065b-0006  |163  |163:27.0%, 167:23.1%, 64:15.6% |gentile, jew, torah, karpef, body, villages, cities, study, descends, city                              |
|eruvim-merged.txt-065b-0007  |163  |163:28.2%, 167:21.8%, 64:16.9% |gentile, jew, torah, karpef, body, villages, cities, study, descends, city                              |
|eruvim-merged.txt-065b-0008  |163  |163:58.1%, 167:15.1%, 64:11.3% |gentile, jew, torah, karpef, body, villages, cities, study, descends, city                              |
|eruvim-merged.txt-065b-0009  |163  |163:61.3%, 167:17.1%, 64:10.6% |gentile, jew, torah, karpef, body, villages, cities, study, descends, city                              |
|eruvim-merged.txt-065b-0010  |163  |163:68.8%, 98:15.4%, 64:7.6%   |gentile, jew, torah, karpef, body, villages, cities, study, descends, city                              |
|eruvim-merged.txt-065b-0011  |163  |163:85.3%, 98:8.6%, 167:3.7%   |gentile, jew, torah, karpef, body, villages, cities, study, descends, city                              |
|eruvim-merged.txt-065b-0012  |163  |163:83.3%, 167:8.9%, 98:7.4%   |gentile, jew, torah, karpef, body, villages, cities, study, descends, city                              |
|eruvim-merged.txt-065b-0013  |163  |163:80.8%, 167:13.5%, 98:5.2%  |gentile, jew, torah, karpef, body, villages, cities, study, descends, city                              |
|eruvim-merged.txt-065b-0014  |163  |163:54.8%, 126:13.9%, 167:12.5%|gentile, jew, torah, karpef, body, villages, cities, study, descends, city                              |
|eruvim-merged.txt-065b-0015  |163  |163:41.1%, 126:24.3%, 167:20.3%|gentile, jew, torah, karpef, body, villages, cities, study, descends, city                              |
|eruvim-merged.txt-065b-0016  |167  |167:26.5%, 163:25.2%, 126:23.6%|outer, inner, courtyard, courtyards, residents, entrance, hall, doorway, prohibited, eiruv              |
|eruvim-merged.txt-065b-0017  |167  |167:29.0%, 126:23.2%, 163:21.2%|outer, inner, courtyard, courtyards, residents, entrance, hall, doorway, prohibited, eiruv              |
|eruvim-merged.txt-065b-0018  |167  |167:30.9%, 126:25.8%, 28:12.9% |outer, inner, courtyard, courtyards, residents, entrance, hall, doorway, prohibited, eiruv              |
|eruvim-merged.txt-065b-0019  |167  |167:51.5%, 163:18.1%, 153:10.4%|outer, inner, courtyard, courtyards, residents, entrance, hall, doorway, prohibited, eiruv              |
|eruvim-merged.txt-065b-0020  |167  |167:41.3%, 126:18.3%, 163:18.2%|outer, inner, courtyard, courtyards, residents, entrance, hall, doorway, prohibited, eiruv              |
|eruvim-merged.txt-065b-0021  |167  |167:35.8%, 126:20.0%, 163:16.0%|outer, inner, courtyard, courtyards, residents, entrance, hall, doorway, prohibited, eiruv              |
|eruvim-merged.txt-065b-0022  |167  |167:38.5%, 126:18.8%, 98:12.1% |outer, inner, courtyard, courtyards, residents, entrance, hall, doorway, prohibited, eiruv              |
|eruvim-merged.txt-065b-0023  |163  |163:38.3%, 167:28.9%, 126:12.3%|gentile, jew, torah, karpef, body, villages, cities, study, descends, city                              |
|eruvim-merged.txt-065b-0024  |163  |163:57.5%, 167:21.9%, 126:7.5% |gentile, jew, torah, karpef, body, villages, cities, study, descends, city                              |
|eruvim-merged.txt-065b-0025  |163  |163:82.6%, 167:14.4%, 64:2.5%  |gentile, jew, torah, karpef, body, villages, cities, study, descends, city                              |
|eruvim-merged.txt-065b-0026  |163  |163:84.2%, 167:13.2%, 64:2.2%  |gentile, jew, torah, karpef, body, villages, cities, study, descends, city                              |
|eruvim-merged.txt-065b-0027  |163  |163:90.4%, 167:7.9%, 64:1.2%   |gentile, jew, torah, karpef, body, villages, cities, study, descends, city                              |
|eruvim-merged.txt-065b-0028  |163  |163:93.7%, 167:5.8%, 98:0.0%   |gentile, jew, torah, karpef, body, villages, cities, study, descends, city                              |
|eruvim-merged.txt-065b-0029  |163  |163:93.0%, 167:6.6%, 98:0.0%   |gentile, jew, torah, karpef, body, villages, cities, study, descends, city                              |
|eruvim-merged.txt-065b-0030  |163  |163:94.9%, 167:4.7%, 98:0.0%   |gentile, jew, torah, karpef, body, villages, cities, study, descends, city                              |
|eruvim-merged.txt-065b-0031  |163  |163:87.7%, 167:9.1%, 153:2.6%  |gentile, jew, torah, karpef, body, villages, cities, study, descends, city                              |
|eruvim-merged.txt-065b-0032  |163  |163:87.3%, 167:9.0%, 153:3.2%  |gentile, jew, torah, karpef, body, villages, cities, study, descends, city                              |
|eruvim-merged.txt-065b-0033  |163  |163:89.4%, 167:5.8%, 153:4.3%  |gentile, jew, torah, karpef, body, villages, cities, study, descends, city                              |
|eruvim-merged.txt-065b-0034  |163  |163:87.5%, 167:6.7%, 153:5.1%  |gentile, jew, torah, karpef, body, villages, cities, study, descends, city                              |
|eruvim-merged.txt-065b-0035  |163  |163:67.7%, 167:9.2%, 118:7.0%  |gentile, jew, torah, karpef, body, villages, cities, study, descends, city                              |
|eruvim-merged.txt-065b-0036  |163  |163:69.5%, 118:8.9%, 81:7.5%   |gentile, jew, torah, karpef, body, villages, cities, study, descends, city                              |
|eruvim-merged.txt-065b-0037  |64   |64:39.4%, 180:12.5%, 163:10.0% |gentile, rent, rental, rents, value, peruta, renting, property, flawed, fledged                         |
|eruvim-merged.txt-065b-0038  |64   |64:52.8%, 180:36.6%, 167:7.3%  |gentile, rent, rental, rents, value, peruta, renting, property, flawed, fledged                         |
|eruvim-merged.txt-065b-0039  |64   |64:48.8%, 180:43.4%, 167:6.3%  |gentile, rent, rental, rents, value, peruta, renting, property, flawed, fledged                         |
|eruvim-merged.txt-065b-0040  |180  |180:53.8%, 64:41.0%, 167:4.6%  |loaves, ritually, tenant, impure, consecrated, forty, impurity, suspended, sandal, landlord             |
|eruvim-merged.txt-065b-0041  |180  |180:67.6%, 64:32.0%, 98:0.0%   |loaves, ritually, tenant, impure, consecrated, forty, impurity, suspended, sandal, landlord             |
|eruvim-merged.txt-065b-0042  |180  |180:81.4%, 64:18.1%, 98:0.0%   |loaves, ritually, tenant, impure, consecrated, forty, impurity, suspended, sandal, landlord             |
|eruvim-merged.txt-065b-0043  |180  |180:89.7%, 64:9.9%, 98:0.0%    |loaves, ritually, tenant, impure, consecrated, forty, impurity, suspended, sandal, landlord             |
|eruvim-merged.txt-065b-0044  |180  |180:97.1%, 64:2.4%, 98:0.0%    |loaves, ritually, tenant, impure, consecrated, forty, impurity, suspended, sandal, landlord             |
|eruvim-merged.txt-065b-0045  |180  |180:70.5%, 64:29.1%, 98:0.0%   |loaves, ritually, tenant, impure, consecrated, forty, impurity, suspended, sandal, landlord             |
|eruvim-merged.txt-065b-0046  |64   |64:50.8%, 180:48.8%, 98:0.0%   |gentile, rent, rental, rents, value, peruta, renting, property, flawed, fledged                         |
|eruvim-merged.txt-065b-0047  |64   |64:62.9%, 180:36.7%, 98:0.0%   |gentile, rent, rental, rents, value, peruta, renting, property, flawed, fledged                         |
|eruvim-merged.txt-065b-0048  |64   |64:99.6%, 98:0.0%, 81:0.0%     |gentile, rent, rental, rents, value, peruta, renting, property, flawed, fledged                         |
|eruvim-merged.txt-065b-0049  |64   |64:99.6%, 98:0.0%, 81:0.0%     |gentile, rent, rental, rents, value, peruta, renting, property, flawed, fledged                         |
|eruvim-merged.txt-065b-0050  |64   |64:99.5%, 98:0.0%, 81:0.0%     |gentile, rent, rental, rents, value, peruta, renting, property, flawed, fledged                         |
|eruvim-merged.txt-065b-0051  |64   |64:99.4%, 98:0.0%, 81:0.0%     |gentile, rent, rental, rents, value, peruta, renting, property, flawed, fledged                         |
|eruvim-merged.txt-065b-0052  |64   |64:99.2%, 98:0.0%, 81:0.0%     |gentile, rent, rental, rents, value, peruta, renting, property, flawed, fledged                         |
|eruvim-merged.txt-065b-0053  |64   |64:98.9%, 98:0.0%, 81:0.0%     |gentile, rent, rental, rents, value, peruta, renting, property, flawed, fledged                         |
|eruvim-merged.txt-066a-0000  |64   |64:81.6%, 175:18.0%, 98:0.0%   |gentile, rent, rental, rents, value, peruta, renting, property, flawed, fledged                         |
|eruvim-merged.txt-066a-0001  |64   |64:79.4%, 175:16.8%, 153:3.3%  |gentile, rent, rental, rents, value, peruta, renting, property, flawed, fledged                         |
|eruvim-merged.txt-066a-0002  |64   |64:79.0%, 175:14.6%, 153:6.0%  |gentile, rent, rental, rents, value, peruta, renting, property, flawed, fledged                         |
|eruvim-merged.txt-066a-0003  |64   |64:75.0%, 175:14.6%, 153:5.8%  |gentile, rent, rental, rents, value, peruta, renting, property, flawed, fledged                         |
|eruvim-merged.txt-066a-0004  |64   |64:47.7%, 153:23.1%, 175:18.9% |gentile, rent, rental, rents, value, peruta, renting, property, flawed, fledged                         |
|eruvim-merged.txt-066a-0005  |153  |153:42.2%, 64:36.4%, 163:16.8% |rights, renounce, favor, courtyard, resident, eiruv, residents, establish, key, renunciation            |
|eruvim-merged.txt-066a-0006  |153  |153:50.9%, 64:21.7%, 163:18.3% |rights, renounce, favor, courtyard, resident, eiruv, residents, establish, key, renunciation            |
|eruvim-merged.txt-066a-0007  |153  |153:60.9%, 163:17.2%, 1:13.8%  |rights, renounce, favor, courtyard, resident, eiruv, residents, establish, key, renunciation            |
|eruvim-merged.txt-066a-0008  |153  |153:75.4%, 184:11.5%, 1:10.8%  |rights, renounce, favor, courtyard, resident, eiruv, residents, establish, key, renunciation            |
|eruvim-merged.txt-066a-0009  |153  |153:62.6%, 1:21.4%, 184:11.3%  |rights, renounce, favor, courtyard, resident, eiruv, residents, establish, key, renunciation            |
|eruvim-merged.txt-066a-0010  |153  |153:53.2%, 1:35.5%, 184:8.4%   |rights, renounce, favor, courtyard, resident, eiruv, residents, establish, key, renunciation            |
|eruvim-merged.txt-066a-0011  |153  |153:55.3%, 1:28.8%, 184:9.1%   |rights, renounce, favor, courtyard, resident, eiruv, residents, establish, key, renunciation            |
|eruvim-merged.txt-066a-0012  |153  |153:41.6%, 121:18.3%, 1:14.6%  |rights, renounce, favor, courtyard, resident, eiruv, residents, establish, key, renunciation            |
|eruvim-merged.txt-066a-0013  |153  |153:34.9%, 121:27.6%, 1:18.1%  |rights, renounce, favor, courtyard, resident, eiruv, residents, establish, key, renunciation            |
|eruvim-merged.txt-066a-0014  |121  |121:40.6%, 153:35.7%, 163:12.1%|roof, enclosure, se, carry, roofs, area, beit, mound, domains, move                                     |
|eruvim-merged.txt-066a-0015  |153  |153:40.2%, 64:21.6%, 121:17.6% |rights, renounce, favor, courtyard, resident, eiruv, residents, establish, key, renunciation            |
|eruvim-merged.txt-066a-0016  |153  |153:36.5%, 64:16.0%, 163:13.6% |rights, renounce, favor, courtyard, resident, eiruv, residents, establish, key, renunciation            |
|eruvim-merged.txt-066a-0017  |153  |153:45.3%, 184:25.6%, 64:16.9% |rights, renounce, favor, courtyard, resident, eiruv, residents, establish, key, renunciation            |
